####################################################################
# This file contains stable mappings from MIME types to protobuf   #
# tag numbers and should be edited carefully to maintain backward  #
# compatibility.                                                   #
####################################################################
#
# Categories and wildcards are encoded as their own values.
#
application/vnd.ezpix-package,787
application/vnd.f-secure.mobile,788
application/vnd.fastcopy-disk-image,789
application/vnd.fdf,790
application/vnd.fdsn.mseed,791
application/vnd.fdsn.seed,792
application/vnd.ffsns,793
application/vnd.ficlab.flb+zip,794
application/vnd.filmit.zfc,795
application/vnd.fints,796
application/vnd.firemonkeys.cloudcell,797
application/vnd.FloGraphIt,798
application/vnd.fluxtime.clip,799
application/vnd.font-fontforge-sfd,800
application/vnd.framemaker,801
application/vnd.frogans.fnc,802
application/vnd.frogans.ltf,803
application/vnd.fsc.weblaunch,804
application/vnd.fujitsu.oasys,805
application/vnd.fujitsu.oasys2,806
application/vnd.fujitsu.oasys3,807
application/vnd.fujitsu.oasysgp,808
application/vnd.fujitsu.oasysprs,809
application/vnd.fujixerox.ART4,810
application/vnd.fujixerox.ART-EX,811
application/vnd.fujixerox.ddd,812
application/vnd.fujixerox.docuworks,813
application/vnd.fujixerox.docuworks.binder,814
application/vnd.fujixerox.docuworks.container,815
application/vnd.fujixerox.HBPL,816
application/vnd.fut-misnet,817
application/vnd.futoin+cbor,818
application/vnd.futoin+json,819
application/vnd.fuzzysheet,820
application/vnd.genomatix.tuxedo,821
application/vnd.geo+json,822
application/vnd.geocube+xml,823
application/vnd.geogebra.file,824
application/vnd.geogebra.tool,825
application/vnd.geometry-explorer,826
application/vnd.geonext,827
application/vnd.geoplan,828
application/vnd.geospace,829
application/vnd.gerber,830
application/vnd.globalplatform.card-content-mgt,831
application/vnd.globalplatform.card-content-mgt-response,832
application/vnd.gmx,833
application/vnd.google-earth.kml+xml,834
application/vnd.google-earth.kmz,835
application/vnd.gov.sk.e-form+xml,836
application/vnd.gov.sk.e-form+zip,837
application/vnd.gov.sk.xmldatacontainer+xml,838
application/vnd.grafeq,839
application/vnd.gridmp,840
application/vnd.groove-account,841
application/vnd.groove-help,842
application/vnd.groove-identity-message,843
application/vnd.groove-injector,844
application/vnd.groove-tool-message,845
application/vnd.groove-tool-template,846
application/vnd.groove-vcard,847
application/vnd.hal+json,848
application/vnd.hal+xml,849
application/vnd.HandHeld-Entertainment+xml,850
application/vnd.hbci,851
application/vnd.hc+json,852
application/vnd.hcl-bireports,853
application/vnd.hdt,854
application/vnd.heroku+json,855
application/vnd.hhe.lesson-player,856
application/vnd.hp-HPGL,857
application/vnd.hp-hpid,858
application/vnd.hp-hps,859
application/vnd.hp-jlyt,860
application/vnd.hp-PCL,861
application/vnd.hp-PCLXL,862
application/vnd.httphone,863
application/vnd.hydrostatix.sof-data,864
application/vnd.hyper-item+json,865
application/vnd.hyper+json,866
application/vnd.hyperdrive+json,867
application/vnd.hzn-3d-crossword,868
application/vnd.ibm.afplinedata,869
application/vnd.ibm.electronic-media,870
application/vnd.ibm.MiniPay,871
application/vnd.ibm.modcap,872
application/vnd.ibm.rights-management,873
application/vnd.ibm.secure-container,874
application/vnd.iccprofile,875
application/vnd.ieee.1905,876
application/vnd.igloader,877
application/vnd.imagemeter.folder+zip,878
application/vnd.imagemeter.image+zip,879
application/vnd.immervision-ivp,880
application/vnd.immervision-ivu,881
application/vnd.ims.imsccv1p1,882
application/vnd.ims.imsccv1p2,883
application/vnd.ims.imsccv1p3,884
application/vnd.ims.lis.v2.result+json,885
application/vnd.ims.lti.v2.toolconsumerprofile+json,886
application/vnd.ims.lti.v2.toolproxy.id+json,887
application/vnd.ims.lti.v2.toolproxy+json,888
application/vnd.ims.lti.v2.toolsettings+json,889
application/vnd.ims.lti.v2.toolsettings.simple+json,890
application/vnd.informedcontrol.rms+xml,891
application/vnd.infotech.project,892
application/vnd.infotech.project+xml,893
application/vnd.informix-visionary,894
application/vnd.innopath.wamp.notification,895
application/vnd.insors.igm,896
application/vnd.intercon.formnet,897
application/vnd.intergeo,898
application/vnd.intertrust.digibox,899
application/vnd.intertrust.nncp,900
application/vnd.intu.qbo,901
application/vnd.intu.qfx,902
application/vnd.iptc.g2.catalogitem+xml,903
application/vnd.iptc.g2.conceptitem+xml,904
application/vnd.iptc.g2.knowledgeitem+xml,905
application/vnd.iptc.g2.newsitem+xml,906
application/vnd.iptc.g2.newsmessage+xml,907
application/vnd.iptc.g2.packageitem+xml,908
application/vnd.iptc.g2.planningitem+xml,909
application/vnd.ipunplugged.rcprofile,910
application/vnd.irepository.package+xml,911
application/vnd.is-xpr,912
application/vnd.isac.fcs,913
application/vnd.jam,914
application/vnd.iso11783-10+zip,915
application/vnd.japannet-directory-service,916
application/vnd.japannet-jpnstore-wakeup,917
application/vnd.japannet-payment-wakeup,918
application/vnd.japannet-registration,919
application/vnd.japannet-registration-wakeup,920
application/vnd.japannet-setstore-wakeup,921
application/vnd.japannet-verification,922
application/vnd.japannet-verification-wakeup,923
application/vnd.jcp.javame.midlet-rms,924
application/vnd.jisp,925
application/vnd.joost.joda-archive,926
application/vnd.jsk.isdn-ngn,927
application/vnd.kahootz,928
application/vnd.kde.karbon,929
application/vnd.kde.kchart,930
application/vnd.kde.kformula,931
application/vnd.kde.kivio,932
application/vnd.kde.kontour,933
application/vnd.kde.kpresenter,934
application/vnd.kde.kspread,935
application/vnd.kde.kword,936
application/vnd.kenameaapp,937
application/vnd.kidspiration,938
application/vnd.Kinar,939
application/vnd.koan,940
application/vnd.kodak-descriptor,941
application/vnd.las,942
application/vnd.las.las+json,943
application/vnd.las.las+xml,944
application/vnd.laszip,945
application/vnd.leap+json,946
application/vnd.liberty-request+xml,947
application/vnd.llamagraphics.life-balance.desktop,948
application/vnd.llamagraphics.life-balance.exchange+xml,949
application/vnd.logipipe.circuit+zip,950
application/vnd.loom,951
application/vnd.lotus-1-2-3,952
application/vnd.lotus-approach,953
application/vnd.lotus-freelance,954
application/vnd.lotus-notes,955
application/vnd.lotus-organizer,956
application/vnd.lotus-screencam,957
application/vnd.lotus-wordpro,958
application/vnd.macports.portpkg,959
application/vnd.mapbox-vector-tile,960
application/vnd.marlin.drm.actiontoken+xml,961
application/vnd.marlin.drm.conftoken+xml,962
application/vnd.marlin.drm.license+xml,963
application/vnd.marlin.drm.mdcf,964
application/vnd.mason+json,965
application/vnd.maxmind.maxmind-db,966
application/vnd.mcd,967
application/vnd.medcalcdata,968
application/vnd.mediastation.cdkey,969
application/vnd.meridian-slingshot,970
application/vnd.MFER,971
application/vnd.mfmp,972
application/vnd.micro+json,973
application/vnd.micrografx.flo,974
application/vnd.micrografx.igx,975
